16864939.699160 	 405130910.595867
16961251.951156 	 405126668.737407
17057563.194637 	 405122402.652302
17153873.423841 	 405118112.340769
17250182.633007 	 405113797.803021
17346490.816374 	 405109459.039276
17442797.968181 	 405105096.049750
17539104.082668 	 405100708.834664
17635409.154073 	 405096297.394237
17731713.176635 	 405091861.728690
17828016.144594 	 405087401.838246
17924318.052188 	 405082917.723129
18020618.893657 	 405078409.383564
18116918.663240 	 405073876.819777
18213217.355177 	 405069320.031995
18309514.963707 	 405064739.020447
18405811.483068 	 405060133.785362
18502106.907501 	 405055504.326973
18598401.231245 	 405050850.645511
18694694.448539 	 405046172.741209
18790986.553622 	 405041470.614302
18887277.540735 	 405036744.265026
18983567.404117 	 405031993.693619
19079856.138007 	 405027218.900318
19176143.736644 	 405022419.885363
19272430.194270 	 405017596.648995
19368715.505123 	 405012749.191455
19464999.663442 	 405007877.512987
19561282.663469 	 405002981.613836
19657564.499442 	 404998061.494246
19753845.165601 	 404993117.154464
19850124.656187 	 404988148.594739
19946402.965439 	 404983155.815320
20042680.087596 	 404978138.816458
20138956.016900 	 404973097.598402
20235230.747590 	 404968032.161408
20331504.273906 	 404962942.505728
20427776.590088 	 404957828.631618
20524047.690376 	 404952690.539335
20620317.569011 	 404947528.229136
20716586.220233 	 404942341.701280
20812853.638281 	 404937130.956027
20909119.817396 	 404931895.993638
21005384.751819 	 404926636.814377
21101648.435790 	 404921353.418506
21197910.863549 	 404916045.806292
21294172.029336 	 404910713.977999
21390431.927393 	 404905357.933895
21486690.551959 	 404899977.674250
21582947.897275 	 404894573.199332
21679203.957582 	 404889144.509413
21775458.727120 	 404883691.604764
21871712.200130 	 404878214.485661
21967964.370853 	 404872713.152376
22064215.233530 	 404867187.605187
22160464.782400 	 404861637.844369
22256713.011706 	 404856063.870202
22352959.915687 	 404850465.682965
22449205.488585 	 404844843.282938
22545449.724641 	 404839196.670404
22641692.618096 	 404833525.845645
22737934.163190 	 404827830.808947
22834174.354166 	 404822111.560594
22930413.185263 	 404816368.100873
23026650.650723 	 404810600.430073
23122886.744788 	 404804808.548482
23219121.461698 	 404798992.456391
23315354.795695 	 404793152.154092
23411586.741020 	 404787287.641877
23507817.291915 	 404781398.920041
23604046.442621 	 404775485.988879
23700274.187378 	 404769548.848686
23796500.520430 	 404763587.499762
23892725.436017 	 404757601.942404
23988948.928382 	 404751592.176913
24085170.991764 	 404745558.203591
24181391.620408 	 404739500.022739
24277610.808553 	 404733417.634662
24373828.550441 	 404727311.039664
24470044.840316 	 404721180.238052
24566259.672418 	 404715025.230132
24662473.040989 	 404708846.016215
24758684.940271 	 404702642.596608
24854895.364507 	 404696414.971625
24951104.307938 	 404690163.141575
25047311.764806 	 404683887.106774
25143517.729354 	 404677586.867536
25239722.195823 	 404671262.424176
25335925.158456 	 404664913.777012
25432126.611496 	 404658540.926362
25528326.549184 	 404652143.872545
25624524.965762 	 404645722.615882
25720721.855474 	 404639277.156696
25816917.212561 	 404632807.495309
25913111.031267 	 404626313.632045
26009303.305833 	 404619795.567231
26105494.030502 	 404613253.301192
26201683.199517 	 404606686.834257
26297870.807121 	 404600096.166756
26394056.847556 	 404593481.299017
26490241.315066 	 404586842.231375
26586424.203892 	 404580178.964159
26682605.508278 	 404573491.497706
26778785.222466 	 404566779.832351
26874963.340701 	 404560043.968428
26971139.857224 	 404553283.906278
27067314.766279 	 404546499.646237
27163488.062109 	 404539691.188647
27259659.738957 	 404532858.533849
27355829.791067 	 404526001.682185
27451998.212681 	 404519120.633999
27548164.998042 	 404512215.389636
27644330.141396 	 404505285.949442
27740493.636984 	 404498332.313764
27836655.479050 	 404491354.482952
27932815.661838 	 404484352.457354
28028974.179591 	 404477326.237323
28125131.026554 	 404470275.823209
28221286.196969 	 404463201.215367
28317439.685080 	 404456102.414151
28413591.485132 	 404448979.419917
28509741.591367 	 404441832.233023
28605889.998031 	 404434660.853825
28702036.699366 	 404427465.282685
28798181.689617 	 404420245.519962
28894324.963028 	 404413001.566019
28990466.513843 	 404405733.421218
29086606.336306 	 404398441.085925
29182744.424661 	 404391124.560504
29278880.773153 	 404383783.845322
29375015.376026 	 404376418.940748
29471148.227525 	 404369029.847150
29567279.321892 	 404361616.564900
29663408.653375 	 404354179.094367
29759536.216215 	 404346717.435927
29855662.004660 	 404339231.589951
29951786.012952 	 404331721.556817
30047908.235336 	 404324187.336899
30144028.666058 	 404316628.930576
30240147.299363 	 404309046.338227
30336264.129494 	 404301439.560232
30432379.150697 	 404293808.596972
30528492.357218 	 404286153.448830
30624603.743300 	 404278474.116189
30720713.303189 	 404270770.599434
30816821.031130 	 404263042.898952
30912926.921369 	 404255291.015130
31009030.968150 	 404247514.948357
31105133.165720 	 404239714.699022
31201233.508322 	 404231890.267516
31297331.990204 	 404224041.654231
31393428.605609 	 404216168.859562
31489523.348784 	 404208271.883902
31585616.213975 	 404200350.727648
31681707.195426 	 404192405.391197
31777796.287385 	 404184435.874946
31873883.484096 	 404176442.179295
31969968.779805 	 404168424.304646
32066052.168758 	 404160382.251400
32162133.645201 	 404152316.019960
32258213.203381 	 404144225.610730
32354290.837542 	 404136111.024117
32450366.541932 	 404127972.260526
32546440.310797 	 404119809.320366
32642512.138382 	 404111622.204046
32738582.018934 	 404103410.911977
32834649.946700 	 404095175.444569
32930715.915925 	 404086915.802237
33026779.920857 	 404078631.985393
33122841.955742 	 404070323.994454
33218902.014826 	 404061991.829835
33314960.092356 	 404053635.491955
33411016.182579 	 404045254.981232
33507070.279741 	 404036850.298086
33603122.378090 	 404028421.442940
33699172.471873 	 404019968.416214
33795220.555336 	 404011491.218333
33891266.622726 	 404002989.849722
33987310.668290 	 403994464.310808
34083352.686276 	 403985914.602016
34179392.670931 	 403977340.723777
34275430.616503 	 403968742.676520
34371466.517237 	 403960120.460676
34467500.367383 	 403951474.076677
34563532.161186 	 403942803.524956
34659561.892896 	 403934108.805949
34755589.556759 	 403925389.920091
34851615.147024 	 403916646.867819
34947638.657937 	 403907879.649572
35043660.083746 	 403899088.265788
35139679.418701 	 403890272.716910
35235696.657047 	 403881433.003378
35331711.793034 	 403872569.125636
35427724.820910 	 403863681.084128
35523735.734922 	 403854768.879300
35619744.529318 	 403845832.511598
35715751.198348 	 403836871.981471
35811755.736259 	 403827887.289367
35907758.137299 	 403818878.435738
36003758.395718 	 403809845.421035
36099756.505763 	 403800788.245710
36195752.461684 	 403791706.910218
36291746.257728 	 403782601.415014
36387737.888144 	 403773471.760555
36483727.347182 	 403764317.947297
36579714.629090 	 403755139.975701
36675699.728117 	 403745937.846226
36771682.638512 	 403736711.559333
36867663.354524 	 403727461.115486
36963641.870402 	 403718186.515147
37059618.180395 	 403708887.758782
37155592.278753 	 403699564.846857
37251564.159724 	 403690217.779840
37347533.817559 	 403680846.558198
37443501.246506 	 403671451.182403
37539466.440816 	 403662031.652924
37635429.394737 	 403652587.970234
37731390.102520 	 403643120.134807
37827348.558413 	 403633628.147117
37923304.756668 	 403624112.007640
38019258.691534 	 403614571.716854
38115210.357260 	 403605007.275236
38211159.748096 	 403595418.683266
38307106.858294 	 403585805.941425
38403051.682102 	 403576169.050194
38498994.213772 	 403566508.010058
38594934.447553 	 403556822.821499
38690872.377695 	 403547113.485005
38786807.998450 	 403537380.001061
38882741.304067 	 403527622.370156
38978672.288798 	 403517840.592779
39074600.946893 	 403508034.669420
39170527.272602 	 403498204.600572
39266451.260176 	 403488350.386726
39362372.903866 	 403478472.028377
39458292.197924 	 403468569.526020
39554209.136600 	 403458642.880152
39650123.714144 	 403448692.091270
39746035.924810 	 403438717.159874
39841945.762846 	 403428718.086463
39937853.222506 	 403418694.871539
40033758.298039 	 403408647.515604
40129660.983698 	 403398576.019163
40225561.273735 	 403388480.382720
40321459.162400 	 403378360.606781
40417354.643945 	 403368216.691854
40513247.712622 	 403358048.638448
40609138.362683 	 403347856.447072
40705026.588380 	 403337640.118237
40800912.383965 	 403327399.652456
40896795.743689 	 403317135.050241
40992676.661805 	 403306846.312109
41088555.132565 	 403296533.438574
41184431.150221 	 403286196.430154
41280304.709026 	 403275835.287367
41376175.803232 	 403265450.010733
41472044.427091 	 403255040.600773
